amount_expected,amount_actual,amount_diff_pct,time_pending_seconds,decline_code_category,remitter_bank_historical_td_rate,is_duplicate_flag,label
14302.95,14302.95,0.0,81,none,0.1185,0,no_mismatch
88024.5,101640.97,15.469,89,none,0.0986,0,wrong_amount
32796.2,25179.37,23.2247,94,none,0.1624,0,wrong_amount
85025.61,85025.61,0.0,51,TD,0.1131,0,no_mismatch
26926.83,26926.83,0.0,44,none,0.0413,0,stuck_payment
78851.53,78851.53,0.0,98,BD,0.0339,0,no_mismatch
46012.22,57851.1,25.7299,59,BD,0.2399,0,no_mismatch
68890.33,55456.42,19.5004,112,none,0.0758,0,wrong_amount
25113.89,25113.89,0.0,116,none,0.0224,0,stuck_payment
72626.24,72626.24,0.0,55,none,0.1789,1,duplicate_charge
47732.99,50972.79,6.7873,2,BD,0.0925,0,no_mismatch
86048.0,86048.0,0.0,62,BD,0.1019,0,no_mismatch
10332.47,10332.47,0.0,113,TD,0.1019,0,no_mismatch
87462.28,87462.28,0.0,87,BD,0.1373,1,duplicate_charge
65037.02,65037.02,0.0,93,TD,0.1896,0,no_mismatch
61645.99,61645.99,0.0,28,BD,0.0341,0,no_mismatch
58998.43,58998.43,0.0,55,none,0.0436,0,stuck_payment
8516.45,8516.45,0.0,77,none,0.0784,0,stuck_payment
2779.76,2779.76,0.0,113,none,0.1343,0,stuck_payment
74809.58,74809.58,0.0,7,none,0.2005,0,no_mismatch
38649.97,38649.97,0.0,82,none,0.1368,0,stuck_payment
98689.57,98689.57,0.0,17,none,0.2114,0,duplicate_charge
54680.99,46953.8,14.1314,3,none,0.0133,0,wrong_amount
92265.67,92265.67,0.0,51,none,0.1609,0,stuck_payment
41601.66,41601.66,0.0,11,none,0.139,0,no_mismatch
8451.35,6116.35,27.6287,69,none,0.1507,0,wrong_amount
65018.97,65018.97,0.0,40,none,0.1852,0,no_mismatch
5884.8,6652.42,13.0441,79,none,0.0842,0,wrong_amount
74091.75,58356.58,21.2374,21,none,0.0932,0,wrong_amount
82268.44,82268.44,0.0,48,BD,0.1975,0,no_mismatch
88652.83,88652.83,0.0,4,none,0.113,0,no_mismatch
26368.67,26368.67,0.0,81,BD,0.1192,0,no_mismatch
50011.04,50011.04,0.0,48,TD,0.1956,0,no_mismatch
67444.63,52455.88,22.2238,6,none,0.0129,1,duplicate_charge
36461.25,36461.25,0.0,23,none,0.2158,0,no_mismatch
91403.37,91403.37,0.0,54,TD,0.0696,0,no_mismatch
32061.52,32061.52,0.0,74,none,0.1305,0,no_mismatch
18016.5,18016.5,0.0,6,none,0.0265,0,no_mismatch
28302.46,28302.46,0.0,42,BD,0.1196,0,no_mismatch
29230.35,29230.35,0.0,95,none,0.1213,0,duplicate_charge
49386.73,49386.73,0.0,26,none,0.1412,0,no_mismatch
15141.58,15141.58,0.0,4,TD,0.0931,0,no_mismatch
87732.14,87732.14,0.0,1,none,0.1003,0,no_mismatch
30820.31,30820.31,0.0,31,none,0.2407,0,no_mismatch
14323.11,14323.11,0.0,6,none,0.2253,0,no_mismatch
70114.61,70114.61,0.0,96,BD,0.0329,0,no_mismatch
82014.29,95985.55,17.0352,85,none,0.0668,0,stuck_payment
31569.39,31569.39,0.0,90,none,0.0883,0,stuck_payment
23437.76,23437.76,0.0,18,none,0.1503,0,no_mismatch
16521.06,16521.06,0.0,53,BD,0.096,0,no_mismatch
45246.52,45246.52,0.0,110,BD,0.0478,0,duplicate_charge
82656.03,82656.03,0.0,6,TD,0.2156,0,no_mismatch
71144.62,71144.62,0.0,51,none,0.1725,0,stuck_payment
99068.59,111087.96,12.1324,72,none,0.07,0,no_mismatch
80409.29,80119.87,0.3599,17,TD,0.1061,0,no_mismatch
93763.73,77276.31,17.584,3,none,0.0575,0,wrong_amount
80948.94,101524.91,25.4185,16,BD,0.1206,0,no_mismatch
57431.03,57431.03,0.0,51,none,0.1019,0,stuck_payment
35458.93,35458.93,0.0,36,TD,0.222,1,no_mismatch
61955.74,61955.74,0.0,38,none,0.2219,0,no_mismatch
8863.38,8863.38,0.0,54,TD,0.2223,0,wrong_amount
63112.36,63112.36,0.0,102,BD,0.1018,0,no_mismatch
48020.48,48020.48,0.0,45,none,0.1306,0,stuck_payment
18063.61,18063.61,0.0,29,BD,0.2046,0,no_mismatch
80884.52,80884.52,0.0,46,none,0.2499,0,stuck_payment
10103.42,10103.42,0.0,35,none,0.1999,0,no_mismatch
76428.57,76428.57,0.0,74,none,0.2014,0,stuck_payment
83938.3,83938.3,0.0,23,TD,0.0863,0,no_mismatch
35942.43,35942.43,0.0,91,none,0.2374,0,stuck_payment
56354.58,73058.19,29.6402,70,none,0.1277,1,duplicate_charge
23339.07,23339.07,0.0,68,none,0.0896,0,stuck_payment
80663.9,80663.9,0.0,23,none,0.2126,0,no_mismatch
2289.1,2289.1,0.0,118,BD,0.0366,0,no_mismatch
36552.5,44278.58,21.1369,76,BD,0.0824,0,no_mismatch
15834.64,15834.64,0.0,102,none,0.1269,0,stuck_payment
70747.57,70747.57,0.0,114,none,0.1989,0,stuck_payment
58936.12,64361.7,9.2059,17,TD,0.0104,0,no_mismatch
57326.2,57326.2,0.0,99,none,0.0178,0,stuck_payment
92111.72,92111.72,0.0,29,none,0.035,0,no_mismatch
33183.73,36636.92,10.4063,22,none,0.2411,0,wrong_amount
67035.45,67035.45,0.0,43,none,0.0737,0,stuck_payment
6872.7,6872.7,0.0,14,none,0.0216,0,no_mismatch
42023.36,47243.49,12.422,45,none,0.0343,0,wrong_amount
86418.67,86418.67,0.0,88,TD,0.1183,0,no_mismatch
3437.94,3167.88,7.8553,10,none,0.2231,0,wrong_amount
7592.74,7592.74,0.0,12,none,0.2465,0,duplicate_charge
70480.01,70480.01,0.0,84,TD,0.2235,0,no_mismatch
10215.66,10215.66,0.0,25,none,0.143,0,no_mismatch
54058.53,54058.53,0.0,39,TD,0.0219,0,duplicate_charge
84001.47,93095.16,10.8256,12,TD,0.1689,0,no_mismatch
20047.51,21075.77,5.1291,11,none,0.0377,0,wrong_amount
47147.35,47147.35,0.0,34,BD,0.1406,0,no_mismatch
88560.72,88560.72,0.0,58,BD,0.1155,0,duplicate_charge
83724.17,83724.17,0.0,20,none,0.1702,1,no_mismatch
34444.76,34444.76,0.0,97,none,0.1429,0,stuck_payment
81858.68,81858.68,0.0,69,none,0.2347,0,stuck_payment
23640.64,23640.64,0.0,51,none,0.1814,0,stuck_payment
90055.46,90055.46,0.0,87,none,0.0454,0,stuck_payment
44959.07,44959.07,0.0,22,none,0.204,0,no_mismatch
42395.15,42395.15,0.0,56,TD,0.2074,0,no_mismatch
59545.26,59545.26,0.0,94,none,0.0261,0,stuck_payment
39795.76,39795.76,0.0,36,none,0.2301,1,duplicate_charge
70071.17,70071.17,0.0,101,none,0.1095,0,stuck_payment
58834.62,58834.62,0.0,13,none,0.145,0,no_mismatch
28680.68,28680.68,0.0,45,none,0.0734,0,stuck_payment
57245.12,57245.12,0.0,23,TD,0.0445,0,no_mismatch
69396.76,87916.94,26.6874,89,TD,0.189,0,duplicate_charge
89713.43,111712.76,24.5218,40,TD,0.128,0,no_mismatch
9911.92,9911.92,0.0,18,none,0.1885,0,no_mismatch
32154.74,32154.74,0.0,78,none,0.0551,0,stuck_payment
82414.55,82414.55,0.0,98,none,0.0997,1,duplicate_charge
79169.89,96023.14,21.2874,18,none,0.1358,0,wrong_amount
17456.36,17456.36,0.0,26,none,0.0699,0,no_mismatch
91811.3,91811.3,0.0,36,none,0.1214,0,no_mismatch
92315.05,92315.05,0.0,31,none,0.1526,0,no_mismatch
87061.03,87061.03,0.0,45,none,0.211,0,stuck_payment
83103.93,82418.58,0.8247,21,none,0.1972,0,wrong_amount
22212.97,22212.97,0.0,27,TD,0.1083,1,duplicate_charge
78052.34,78052.34,0.0,2,none,0.0418,0,no_mismatch
80106.39,80106.39,0.0,78,none,0.0833,0,stuck_payment
64309.76,64309.76,0.0,49,none,0.1202,0,stuck_payment
30284.29,30284.29,0.0,80,none,0.0346,0,stuck_payment
66269.31,66269.31,0.0,48,none,0.1525,0,stuck_payment
68472.87,68472.87,0.0,44,none,0.1637,0,stuck_payment
26188.58,26188.58,0.0,115,none,0.0552,0,stuck_payment
24106.18,30306.3,25.72,85,none,0.0436,1,duplicate_charge
49787.55,49787.55,0.0,117,none,0.1032,1,no_mismatch
70836.09,70836.09,0.0,25,none,0.1812,0,no_mismatch
63867.53,63867.53,0.0,86,none,0.082,0,stuck_payment
65795.71,65795.71,0.0,38,BD,0.0407,0,no_mismatch
80853.55,80853.55,0.0,24,none,0.2259,0,no_mismatch
22303.13,22303.13,0.0,112,none,0.1991,0,stuck_payment
26129.87,26129.87,0.0,109,BD,0.0229,0,duplicate_charge
58073.28,58073.28,0.0,61,none,0.1301,0,stuck_payment
38228.76,38228.76,0.0,7,none,0.0462,0,wrong_amount
34332.72,34332.72,0.0,115,none,0.1198,0,stuck_payment
71595.28,71595.28,0.0,63,none,0.2468,0,stuck_payment
5895.56,5895.56,0.0,27,none,0.0505,0,no_mismatch
49008.75,49008.75,0.0,12,BD,0.1141,0,no_mismatch
42959.64,42959.64,0.0,1,BD,0.0579,0,no_mismatch
1506.3,1506.3,0.0,107,none,0.0143,1,duplicate_charge
73386.96,73386.96,0.0,113,none,0.0409,0,stuck_payment
58908.2,73467.72,24.7156,38,none,0.1349,0,wrong_amount
43423.16,43423.16,0.0,18,none,0.2263,0,no_mismatch
18923.76,18923.76,0.0,118,none,0.0146,0,stuck_payment
98489.46,98489.46,0.0,3,none,0.0506,0,no_mismatch
65088.98,82205.11,26.2965,99,none,0.0217,0,wrong_amount
66230.79,66230.79,0.0,3,BD,0.0378,0,stuck_payment
12447.15,12447.15,0.0,90,TD,0.1768,0,no_mismatch
30181.53,30181.53,0.0,85,none,0.1595,0,stuck_payment
41940.69,41940.69,0.0,66,none,0.0383,0,stuck_payment
10715.74,11358.68,6.0,107,none,0.0584,0,wrong_amount
29605.58,25196.62,14.8923,89,none,0.0893,1,duplicate_charge
67196.15,67196.15,0.0,107,none,0.1286,0,stuck_payment
77974.67,94901.13,21.7076,83,TD,0.2473,0,no_mismatch
46481.31,44044.37,5.2428,110,TD,0.2024,0,no_mismatch
73880.17,57075.06,22.7464,2,none,0.1692,0,wrong_amount
35816.99,35816.99,0.0,80,TD,0.1859,0,no_mismatch
34338.0,38461.74,12.0093,35,none,0.1756,0,wrong_amount
42231.81,42231.81,0.0,22,BD,0.1771,1,duplicate_charge
94252.45,106016.52,12.4814,103,none,0.1152,0,wrong_amount
77938.51,77938.51,0.0,111,none,0.2112,0,stuck_payment
13152.47,13152.47,0.0,15,none,0.1158,1,duplicate_charge
65531.86,48460.7,26.0502,86,none,0.1346,0,wrong_amount
61862.08,61862.08,0.0,94,TD,0.093,0,no_mismatch
38549.17,38549.17,0.0,72,none,0.1571,1,duplicate_charge
93443.7,93443.7,0.0,61,none,0.2187,1,duplicate_charge
49215.63,49215.63,0.0,36,BD,0.0634,0,no_mismatch
40387.37,40387.37,0.0,59,none,0.1475,1,duplicate_charge
49895.77,49895.77,0.0,64,none,0.0143,0,stuck_payment
3679.61,3679.61,0.0,106,BD,0.155,0,no_mismatch
30529.34,30529.34,0.0,27,none,0.1195,0,duplicate_charge
82548.57,82548.57,0.0,109,none,0.1444,0,stuck_payment
47366.05,47366.05,0.0,92,none,0.0334,0,stuck_payment
319.48,319.48,0.0,82,none,0.0801,0,no_mismatch
70239.4,66779.51,4.9259,106,none,0.1832,0,wrong_amount
61124.09,78181.75,27.9066,28,none,0.1975,0,wrong_amount
10865.8,10865.8,0.0,119,none,0.1713,0,stuck_payment
89186.26,89186.26,0.0,76,none,0.0423,0,stuck_payment
53083.4,67978.27,28.0594,119,none,0.2311,0,wrong_amount
57897.58,57897.58,0.0,17,BD,0.1678,0,no_mismatch
32252.19,32252.19,0.0,54,none,0.2298,0,wrong_amount
27432.23,27432.23,0.0,38,none,0.042,0,no_mismatch
70031.43,70031.43,0.0,39,none,0.1415,0,no_mismatch
73708.18,73708.18,0.0,28,TD,0.1598,0,no_mismatch
34594.83,34594.83,0.0,91,none,0.24,0,stuck_payment
69461.77,69461.77,0.0,15,none,0.1449,0,no_mismatch
94273.1,94273.1,0.0,87,none,0.2119,0,stuck_payment
84745.38,84745.38,0.0,67,BD,0.1014,1,wrong_amount
5754.82,5754.82,0.0,101,TD,0.0788,0,no_mismatch
83954.24,83954.24,0.0,38,TD,0.1399,0,duplicate_charge
45314.19,45314.19,0.0,87,none,0.2176,0,stuck_payment
56170.93,56170.93,0.0,101,none,0.1771,0,stuck_payment
4793.29,4793.29,0.0,54,none,0.2442,0,stuck_payment
55257.25,59424.52,7.5416,107,TD,0.1621,0,no_mismatch
36837.34,36837.34,0.0,95,none,0.1963,0,stuck_payment
29488.35,23448.89,20.4808,23,none,0.0386,1,duplicate_charge
27983.31,27983.31,0.0,21,none,0.0712,0,no_mismatch
70997.96,74272.59,4.6123,77,BD,0.2338,0,no_mismatch
66222.83,66222.83,0.0,74,none,0.0275,0,stuck_payment
52586.97,52586.97,0.0,67,BD,0.1312,0,no_mismatch
53749.89,50182.3,6.6374,85,none,0.0966,0,wrong_amount
75290.3,75290.3,0.0,72,none,0.2455,1,no_mismatch
66926.95,66926.95,0.0,116,none,0.2305,0,stuck_payment
4083.74,4083.74,0.0,49,none,0.2368,0,stuck_payment
54069.71,54069.71,0.0,117,none,0.1949,0,stuck_payment
50922.69,50922.69,0.0,38,none,0.0562,0,no_mismatch
94826.36,67622.26,28.6883,81,BD,0.1709,0,no_mismatch
86508.59,86508.59,0.0,14,TD,0.2089,0,no_mismatch
74163.37,74163.37,0.0,105,none,0.1893,0,stuck_payment
45976.6,45976.6,0.0,12,BD,0.0527,0,no_mismatch
7137.17,7137.17,0.0,117,TD,0.1031,0,no_mismatch
43359.2,34600.76,20.1997,83,none,0.0252,0,wrong_amount
4647.13,4647.13,0.0,46,none,0.0355,0,wrong_amount
30204.94,37139.69,22.959,49,none,0.1686,0,wrong_amount
53393.43,59656.97,11.7309,82,BD,0.1725,0,no_mismatch
79522.21,79522.21,0.0,48,none,0.0127,0,stuck_payment
14223.25,16667.45,17.1845,69,none,0.0304,0,wrong_amount
74168.91,74168.91,0.0,28,none,0.165,0,no_mismatch
16179.34,16179.34,0.0,107,TD,0.0375,0,no_mismatch
56772.54,69564.35,22.5317,83,none,0.0798,1,duplicate_charge
9910.42,9910.42,0.0,63,none,0.0957,0,stuck_payment
23529.83,23529.83,0.0,9,none,0.0863,0,no_mismatch
61672.61,61672.61,0.0,75,TD,0.146,0,no_mismatch
95870.03,86860.97,9.3972,92,none,0.1147,0,wrong_amount
13517.15,13517.15,0.0,113,none,0.1169,0,stuck_payment
48748.44,39307.2,19.3673,108,TD,0.2083,0,no_mismatch
19723.55,19723.55,0.0,81,BD,0.0281,1,duplicate_charge
50767.11,59629.8,17.4575,99,none,0.2275,0,wrong_amount
54392.59,54392.59,0.0,61,none,0.0457,0,stuck_payment
89154.61,89154.61,0.0,110,TD,0.1215,0,no_mismatch
39738.84,39738.84,0.0,85,TD,0.2414,0,no_mismatch
68447.75,68447.75,0.0,18,none,0.053,0,no_mismatch
65975.39,65975.39,0.0,95,none,0.2354,1,duplicate_charge
76171.09,76171.09,0.0,34,none,0.0203,0,wrong_amount
90781.84,90781.84,0.0,61,none,0.2216,1,duplicate_charge
64887.62,83739.61,29.0533,107,none,0.1489,0,wrong_amount
37728.29,37728.29,0.0,76,none,0.2105,0,wrong_amount
37695.25,37695.25,0.0,67,none,0.2061,0,stuck_payment
79286.48,79286.48,0.0,1,none,0.0434,0,no_mismatch
7801.11,7801.11,0.0,28,TD,0.0478,0,wrong_amount
81713.81,81713.81,0.0,54,none,0.1829,0,stuck_payment
47933.58,47933.58,0.0,21,none,0.1086,0,no_mismatch
12875.72,12875.72,0.0,18,none,0.0194,0,duplicate_charge
5685.61,5685.61,0.0,24,none,0.1073,0,duplicate_charge
63798.51,63798.51,0.0,94,none,0.078,1,duplicate_charge
44975.42,44975.42,0.0,112,none,0.0626,0,stuck_payment
14356.94,14356.94,0.0,99,TD,0.1683,0,no_mismatch
72446.26,72446.26,0.0,59,none,0.0265,0,stuck_payment
13308.1,15395.47,15.685,106,BD,0.0331,0,no_mismatch
61513.34,47047.62,23.5164,12,none,0.0413,0,wrong_amount
82769.43,82769.43,0.0,100,none,0.1136,0,stuck_payment
87494.95,87494.95,0.0,55,TD,0.2026,0,no_mismatch
38185.53,38185.53,0.0,95,none,0.2109,0,stuck_payment
42606.39,42606.39,0.0,99,TD,0.2162,0,no_mismatch
87688.95,87688.95,0.0,25,BD,0.1885,1,duplicate_charge
52301.81,52301.81,0.0,49,none,0.1751,0,stuck_payment
36290.75,43384.95,19.5482,34,none,0.1117,0,wrong_amount
27628.5,27628.5,0.0,97,TD,0.1425,0,duplicate_charge
17954.09,17954.09,0.0,62,TD,0.0836,0,no_mismatch
70578.91,70578.91,0.0,110,none,0.0386,0,stuck_payment
78332.62,78332.62,0.0,13,TD,0.1061,0,no_mismatch
55102.56,55102.56,0.0,91,BD,0.1034,0,no_mismatch
80456.5,80456.5,0.0,61,none,0.1145,1,duplicate_charge
22254.85,22507.88,1.137,120,none,0.1574,0,wrong_amount
71189.42,71189.42,0.0,100,none,0.1637,0,stuck_payment
20250.55,20250.55,0.0,103,none,0.0567,0,stuck_payment
51103.73,51103.73,0.0,79,TD,0.0187,0,duplicate_charge
128.7,167.19,29.9068,46,none,0.1073,0,wrong_amount
1635.12,1635.12,0.0,118,BD,0.0783,0,no_mismatch
91509.4,91509.4,0.0,105,TD,0.1555,0,duplicate_charge
92978.41,92978.41,0.0,34,TD,0.1315,0,no_mismatch
50366.6,50366.6,0.0,15,none,0.2396,0,no_mismatch
81333.42,81333.42,0.0,89,none,0.1005,0,stuck_payment
24403.0,24403.0,0.0,100,none,0.1206,0,duplicate_charge
2832.33,2774.0,2.0594,87,none,0.202,0,wrong_amount
35374.32,35374.32,0.0,90,none,0.0696,1,duplicate_charge
67402.42,67402.42,0.0,10,none,0.0528,0,no_mismatch
21934.76,21934.76,0.0,24,none,0.1739,0,no_mismatch
49950.03,60970.71,22.0634,27,TD,0.2104,0,no_mismatch
35667.13,35667.13,0.0,16,none,0.1722,0,no_mismatch
61421.31,61421.31,0.0,70,none,0.2135,0,stuck_payment
31610.15,31610.15,0.0,113,none,0.2185,0,stuck_payment
98441.03,98441.03,0.0,36,none,0.19,0,duplicate_charge
52620.97,52620.97,0.0,70,BD,0.0933,0,no_mismatch
77612.81,77612.81,0.0,16,none,0.1204,0,no_mismatch
1280.82,1280.82,0.0,75,BD,0.0968,0,no_mismatch
18796.53,18796.53,0.0,35,none,0.1571,0,no_mismatch
49927.12,49927.12,0.0,90,none,0.0976,0,stuck_payment
45127.83,45127.83,0.0,74,none,0.2054,0,stuck_payment
80428.35,80428.35,0.0,110,none,0.045,0,stuck_payment
15039.85,15039.85,0.0,23,none,0.0423,0,duplicate_charge
63102.13,63102.13,0.0,41,none,0.082,0,no_mismatch
56826.67,56826.67,0.0,89,TD,0.0617,0,no_mismatch
83913.27,102657.9,22.3381,47,none,0.1438,0,wrong_amount
34479.61,34479.61,0.0,45,none,0.2411,0,stuck_payment
57631.86,57631.86,0.0,23,none,0.0783,0,no_mismatch
51093.41,51093.41,0.0,58,none,0.1015,0,stuck_payment
63208.05,66386.52,5.0286,54,none,0.1472,0,wrong_amount
7227.27,7722.86,6.8572,84,TD,0.0742,0,no_mismatch
27197.69,27197.69,0.0,111,none,0.1895,0,stuck_payment
45083.84,33530.35,25.6267,94,TD,0.0704,0,no_mismatch
74999.0,74999.0,0.0,51,BD,0.0253,0,wrong_amount
54888.53,48350.5,11.9115,14,TD,0.0473,0,no_mismatch
88558.58,88558.58,0.0,32,none,0.1164,0,no_mismatch
52721.56,53278.55,1.0565,111,none,0.2174,0,wrong_amount
87102.74,87102.74,0.0,71,none,0.2427,0,stuck_payment
17785.96,17785.96,0.0,81,none,0.2206,0,stuck_payment
64014.67,64014.67,0.0,117,none,0.1395,0,stuck_payment
44241.84,44241.84,0.0,34,TD,0.0125,0,no_mismatch
75853.52,69327.23,8.6038,89,none,0.2373,0,wrong_amount
1012.35,1012.35,0.0,38,none,0.2012,0,no_mismatch
18938.24,18938.24,0.0,56,none,0.0492,0,stuck_payment
39033.35,39033.35,0.0,34,BD,0.1601,0,no_mismatch
80015.91,80015.91,0.0,89,none,0.0783,0,duplicate_charge
80899.98,80899.98,0.0,110,BD,0.0428,0,wrong_amount
45588.77,45588.77,0.0,90,none,0.0551,1,duplicate_charge
5058.24,5058.24,0.0,24,none,0.0777,0,no_mismatch
43897.82,42709.07,2.708,64,TD,0.1109,0,no_mismatch
49889.74,49889.74,0.0,90,none,0.0893,0,stuck_payment
95169.24,73023.53,23.2698,70,none,0.0561,0,wrong_amount
81743.35,81743.35,0.0,16,none,0.1815,0,wrong_amount
97499.72,97499.72,0.0,5,TD,0.1865,1,duplicate_charge
66634.19,66634.19,0.0,50,none,0.0849,0,stuck_payment
62953.51,45249.27,28.1227,33,none,0.0817,0,wrong_amount
5303.54,5303.54,0.0,15,TD,0.1142,1,duplicate_charge
79459.6,79459.6,0.0,51,none,0.0121,1,duplicate_charge
78369.18,78369.18,0.0,77,TD,0.195,0,no_mismatch
50041.93,50041.93,0.0,44,none,0.2493,0,stuck_payment
6071.54,6071.54,0.0,90,none,0.0358,0,stuck_payment
31742.28,31742.28,0.0,83,none,0.2033,0,stuck_payment
19377.23,19377.23,0.0,46,none,0.0702,1,wrong_amount
70691.94,70691.94,0.0,70,none,0.0555,0,duplicate_charge
34831.7,34831.7,0.0,36,none,0.1537,0,no_mismatch
16118.31,16118.31,0.0,58,TD,0.0732,0,no_mismatch
171.91,171.91,0.0,49,none,0.2219,0,stuck_payment
36471.11,36471.11,0.0,42,none,0.168,0,stuck_payment
38810.33,38810.33,0.0,64,none,0.047,0,wrong_amount
41039.47,41039.47,0.0,13,none,0.026,0,no_mismatch
13064.45,13064.45,0.0,26,BD,0.056,1,duplicate_charge
64210.99,64210.99,0.0,63,none,0.1783,0,stuck_payment
36698.77,36698.77,0.0,10,BD,0.231,0,no_mismatch
92847.53,92847.53,0.0,60,none,0.0246,0,stuck_payment
93830.56,93830.56,0.0,48,none,0.024,0,stuck_payment
52949.18,52949.18,0.0,107,none,0.2367,0,stuck_payment
9802.21,9802.21,0.0,69,none,0.0563,0,stuck_payment
57045.76,57045.76,0.0,72,none,0.1096,0,stuck_payment
63898.57,63898.57,0.0,59,none,0.1125,0,stuck_payment
79266.91,79266.91,0.0,65,none,0.048,0,duplicate_charge
44356.92,44356.92,0.0,41,none,0.2492,0,stuck_payment
41293.09,41293.09,0.0,106,none,0.156,0,no_mismatch
21471.42,21471.42,0.0,119,none,0.0964,0,stuck_payment
95986.46,96985.58,1.0409,77,BD,0.0424,0,no_mismatch
756.23,756.23,0.0,28,none,0.0152,0,no_mismatch
69002.95,69002.95,0.0,71,none,0.147,0,stuck_payment
9519.28,9519.28,0.0,20,BD,0.0981,0,no_mismatch
23376.12,23376.12,0.0,12,none,0.1466,0,no_mismatch
7812.44,7812.44,0.0,62,TD,0.2082,0,stuck_payment
57665.62,57665.62,0.0,77,none,0.019,0,stuck_payment
38216.46,38216.46,0.0,118,none,0.0935,0,stuck_payment
41710.52,41710.52,0.0,112,none,0.1894,0,stuck_payment
92872.45,92872.45,0.0,81,none,0.0831,1,duplicate_charge
54038.98,45893.7,15.073,20,BD,0.1856,0,no_mismatch
44617.06,44617.06,0.0,65,BD,0.1137,0,no_mismatch
14886.44,14886.44,0.0,61,none,0.0218,0,duplicate_charge
8599.39,8599.39,0.0,100,none,0.1929,0,no_mismatch
19891.04,19891.04,0.0,74,TD,0.1578,0,no_mismatch
24699.96,30456.05,23.304,88,none,0.0315,0,wrong_amount
42411.71,42411.71,0.0,42,none,0.1673,0,stuck_payment
17008.6,17008.6,0.0,106,none,0.1161,0,stuck_payment
4583.27,4583.27,0.0,26,none,0.0474,0,no_mismatch
8672.86,8672.86,0.0,32,none,0.2324,0,no_mismatch
82031.38,64957.18,20.8142,40,none,0.0155,0,wrong_amount
53846.75,53846.75,0.0,67,none,0.1417,0,stuck_payment
99230.98,99230.98,0.0,86,BD,0.1499,0,no_mismatch
4443.85,4823.2,8.5365,7,none,0.2368,1,duplicate_charge
66071.25,66071.25,0.0,117,none,0.2174,1,duplicate_charge
86754.3,86754.3,0.0,30,none,0.132,0,no_mismatch
90396.82,90396.82,0.0,77,none,0.0547,0,stuck_payment
45852.83,45852.83,0.0,3,BD,0.2313,0,no_mismatch
49044.29,49044.29,0.0,3,none,0.0945,0,no_mismatch
23696.86,23696.86,0.0,65,TD,0.0249,0,no_mismatch
38778.34,38778.34,0.0,4,none,0.2378,0,no_mismatch
34244.44,34244.44,0.0,18,BD,0.1017,0,no_mismatch
61283.59,61283.59,0.0,30,none,0.1475,0,no_mismatch
31307.04,31307.04,0.0,58,none,0.0596,0,stuck_payment
54181.25,54181.25,0.0,111,BD,0.1752,0,no_mismatch
90965.32,90965.32,0.0,117,none,0.0448,0,stuck_payment
91719.5,91719.5,0.0,72,none,0.1827,0,stuck_payment
83968.3,84711.97,0.8857,113,none,0.2407,0,wrong_amount
74586.41,74586.41,0.0,82,none,0.0757,0,stuck_payment
10766.47,13229.37,22.8757,78,none,0.0654,0,wrong_amount
68769.05,68769.05,0.0,89,none,0.0422,0,stuck_payment
46929.47,46929.47,0.0,24,none,0.1279,0,no_mismatch
19406.66,14955.28,22.9374,119,TD,0.1091,0,no_mismatch
98825.52,98825.52,0.0,9,TD,0.2391,0,stuck_payment
61744.23,61744.23,0.0,111,none,0.0692,0,stuck_payment
4278.44,4278.44,0.0,49,none,0.1046,0,stuck_payment
57236.25,57236.25,0.0,83,none,0.1989,0,stuck_payment
45215.8,45215.8,0.0,6,none,0.069,0,no_mismatch
98384.68,86949.86,11.6226,25,TD,0.1055,0,no_mismatch
82779.34,82779.34,0.0,55,TD,0.2306,0,no_mismatch
90377.2,90377.2,0.0,83,none,0.1834,0,stuck_payment
77895.24,77895.24,0.0,90,none,0.1043,0,wrong_amount
2588.72,2588.72,0.0,115,none,0.0585,0,stuck_payment
25083.22,25083.22,0.0,117,none,0.0494,0,stuck_payment
9210.0,9210.0,0.0,82,none,0.1357,0,stuck_payment
79127.55,79127.55,0.0,21,none,0.1013,0,no_mismatch
91234.05,91234.05,0.0,85,none,0.0489,0,stuck_payment
76938.76,84050.03,9.2428,37,none,0.0382,0,stuck_payment
20364.89,20364.89,0.0,33,BD,0.1294,0,stuck_payment
80764.71,80764.71,0.0,64,TD,0.1513,0,no_mismatch
41074.12,33679.12,18.004,113,none,0.1587,0,wrong_amount
82542.73,86214.82,4.4487,5,BD,0.0178,0,no_mismatch
60368.22,60368.22,0.0,12,BD,0.1101,0,no_mismatch
67241.84,67241.84,0.0,89,none,0.1473,0,stuck_payment
96632.7,96632.7,0.0,47,none,0.0324,0,stuck_payment
36920.09,36920.09,0.0,9,none,0.2124,1,duplicate_charge
47134.6,59287.1,25.7825,68,none,0.0604,0,stuck_payment
